2015地区名次,地区,客户, 2015数量 , 2015含税金额 , 2016数量 , 2016含税金额 
39,湖北省武汉市,武汉益普水处理设备有限公司, 13 ," 3,550 ",,
39,湖北省武汉市,湖北赤壁市  曾华, 36 ," 3,450 ",,
39,湖北省武汉市,武汉蓝锐环境科技有限公司, 5 , 675 ,,
39,湖北省武汉市,湖北黄永强, 2 , 520 ,,
39,湖北省武汉市,湖北省安陆市美的专卖店, 2 , 420 ,,
39,湖北省武汉市,武汉 梁毅强, 1 , 150 ,,
39,湖北省武汉市,武汉 刘元陆, 1 , 135 ,,
39,湖北省武汉市,湖北仟品智联科技,,, 1 , 105 
39,湖北省武汉市,湖北武汉 周琳,,, 12 ," 1,735 "
40,湖南省岳阳市,湖南金阳环保设备有限公司, 408 ," 46,700 ", 120 ," 12,000 "
40,湖南省岳阳市,湖南岳阳龙之源公司, 72 ," 9,000 ",,
40,湖南省岳阳市,岳阳市金铭机械有限公司, 2 , 270 ,,
41,浙江省绍兴市,绍兴市天宏数码科技有限公司, 130 ," 36,400 ",,
41,浙江省绍兴市,绍兴锐意环保科技有限公司, 33 ," 9,870 ", 24 ," 6,000 "
41,浙江省绍兴市,绍兴康培尔净化设备有限公司, 6 , 930 ,,
42,内蒙古呼和浩特市,乌海总馨水电工程有限公司, 120 ," 12,600 ",,
42,内蒙古呼和浩特市,内蒙古通辽市倚兰净水源, 67 ," 7,510 ",,
42,内蒙古呼和浩特市,呼和浩特市清清水处理有限公司, 28 ," 5,980 ",,
42,内蒙古呼和浩特市,内蒙古乾能水处理设备有限公司, 48 ," 5,520 ", 12 ," 2,820 "
42,内蒙古呼和浩特市,赛罕区洪华设备销售中心, 24 ," 2,710 ",,
42,内蒙古呼和浩特市,内蒙古硕方水电设备有限公司, 16 ," 2,180 ",,
42,内蒙古呼和浩特市,内蒙古乌海市姚海平, 12 ," 1,860 ",,
42,内蒙古呼和浩特市,内蒙古  黄振岭, 13 ," 1,540 ",,
42,内蒙古呼和浩特市,海勃湾区浦泽净水设备经营部, 12 ," 1,480 ", 12 ," 1,380 "
42,内蒙古呼和浩特市,内蒙古 李春雨, 5 , 825 ,,
43,辽宁省沈阳市,沈阳市惠恩纯水设备有限公司, 200 ," 24,950 ",,
43,辽宁省沈阳市,辽阳方泰能源科技开发有限公司, 24 ," 4,320 ", 24 ," 4,080 "
43,辽宁省沈阳市,辽宁  冯振海, 24 ," 3,165 ",,
43,辽宁省沈阳市,辽宁  林春武, 12 ," 1,710 ",,
43,辽宁省沈阳市,辽宁  石硕, 12 ," 1,440 ",,
43,辽宁省沈阳市,辽宁沈阳 孙艳, 5 , 535 ,,
43,辽宁省沈阳市,辽宁  刘大鹏, 1 , 170 ,,
43,辽宁省沈阳市,辽宁省沈阳市亚奇特装饰工程有限公司,,, 8 , 825 
44,浙江省台州市,台州市光跃饮水设备有限公司, 134 ," 32,240 ",,
44,浙江省台州市,浙江斯贝乐制冷电器有限公司,,, 1 , 150 
45,河南省漯河市,河南省漯河沙灃源净水机, 276 ," 27,780 ",,
45,河南省漯河市,河南  左冬立, 24 ," 3,720 ",,
46,广西桂林市,桂林优利特医疗电子有限公司, 169 ," 31,235 ", 75 ," 11,625 "
46,广西桂林市,武鸣县润宇生态农业有限公司,,, 2 , 240 
47,四川省泸州市,四川泸县小精灵商业, 116 ," 15,970 ",,
47,四川省泸州市,四川泸县 胡天海, 52 ," 7,500 ", 96 ," 13,200 "
47,四川省泸州市,泸州市江阳区怡口净水经营部, 17 ," 2,090 ",,
47,四川省泸州市,四川省泸州市好安逸水家电, 12 ," 1,720 ",,
47,四川省泸州市,四川孙华强, 12 ," 1,610 ",,
47,四川省泸州市,泸县联友发展有限公司, 4 , 760 , 48 ," 5,980 "
47,四川省泸州市,建军家电,,, 12 ," 1,380 "
47,四川省泸州市,泸州市泸县五通新桥医院,,, 3 , 400 
48,河北省衡水市,河北怡家净水设备科技有限公司, 144 ," 21,360 ", 12 ," 1,440 "
48,河北省衡水市,安平县方圆过滤设备制造有限公司, 60 ," 7,200 ", 24 ," 2,880 "
49,山东省烟台市,烟台爱普环保设备有限公司, 192 ," 20,460 ", 96 ," 8,928 "
49,山东省烟台市,烟台开发区泰昶水处理技术有限公司, 30 ," 4,475 ", 15 ," 2,075 "
49,山东省烟台市,山东烟台邢春晓, 12 ," 1,860 ",,
49,山东省烟台市,山东丁一, 1 , 155 ,,
49,山东省烟台市,山东烟台  陈燕, 1 , 125 ,,
49,山东省烟台市,山东烟台 黄惠霞,,, 1 , 180 
49,山东省烟台市,山东烟台净之源全屋净水,,, 1 , 150 
50,广东省惠州市,惠州市万家通直饮水, 24 ," 5,160 ", 12 ," 2,160 "
50,广东省惠州市,惠州天露科技有限公司, 40 ," 4,675 ",,
50,广东省惠州市,惠州七芯膜净化环保有限公司, 15 ," 4,350 ", 4 ," 1,160 "
50,广东省惠州市,惠州  程东升, 24 ," 3,360 ", 12 ," 1,700 "
50,广东省惠州市,惠州市海之纳环保有限公司, 14 ," 2,150 ",,
50,广东省惠州市,惠州市沃特科尔电器有限公司, 17 ," 1,645 ", 22 ," 2,030 "
50,广东省惠州市,惠州市百兴食品有限公司, 2 , 330 ,,
50,广东省惠州市,惠州  李仑, 1 , 290 ,,
50,广东省惠州市,惠州伊力特电子有限公司, 2 , 260 ,,
50,广东省惠州市,惠州隆发鞋厂, 1 , 200 ,,
50,广东省惠州市,惠州 韦小姐, 1 , 165 ,,
50,广东省惠州市,惠州刘镇基, 1 , 160 ,,
50,广东省惠州市,惠州  冯先生,,, 12 ," 1,180 "
50,广东省惠州市,惠州 蒋生,,, 12 ," 1,165 "
50,广东省惠州市,惠州 钟润志,,, 24 ," 4,800 "
50,广东省惠州市,惠州美的净水专卖店,,, 32 ," 4,090 "
50,广东省惠州市,连州市亚太节能设备有限公司,,, 3 , 530 
50,广东省惠州市,向良胶合板厂,,, 1 , 140 
51,辽宁省营口市,营口美澜净水, 156 ," 16,188 ",,
51,辽宁省营口市,辽宁营口美地洲净水器, 24 ," 3,960 ",,
51,辽宁省营口市,辽宁营口四通商店, 2 , 260 ,,
52,湖南省衡阳市,湖南衡阳 魏书桂, 108 ," 10,590 ", 72 ," 7,390 "
52,湖南省衡阳市,湖南省衡阳市 万全国, 30 ," 4,650 ", 12 ," 1,860 "
52,湖南省衡阳市,湖南东风厨具, 20 ," 3,100 ", 12 ," 1,860 "
52,湖南省衡阳市,湖南衡阳  贺峰立, 12 ," 1,380 ",,
52,湖南省衡阳市,衡阳市凯晟机电设备有限公司, 1 , 110 ,,
52,湖南省衡阳市,湖南  刘卫华,,, 26 ," 3,460 "
53,河北省沧州市,沧州市霖源净水设备有限公司, 144 ," 19,050 ",,
53,河北省沧州市,河北 刘粉月,,, 1 , 145 
53,河北省沧州市,河北省沧州市南皮县立升净水器,,, 12 ," 1,220 "
54,浙江省平湖市,浙江雅乐思电器科技股份有限公司, 200 ," 18,600 ",,
55,甘肃省兰州市,甘肃格瑞思凯环保科技有限公司, 82 ," 12,940 ",,
55,甘肃省兰州市,甘肃天水  王斌, 12 ," 3,460 ",,
55,甘肃省兰州市,甘肃省平凉市崆峒区   曹虎   15293343022, 5 ," 1,870 ",,
55,甘肃省兰州市,德阳海隆石油化工有限责任公司,,, 14 ," 4,820 "
55,甘肃省兰州市,甘肃省天水市  焦红毅,,, 10 ," 2,800 "
55,甘肃省兰州市,兰州水森电子科技有限公司,,, 12 ," 3,000 "
56,河南省新乡市,河南水宜家净水器, 42 ," 5,970 ", 32 ," 5,740 "
56,河南省新乡市,河南新乡 贾桂兰, 47 ," 4,900 ",,
56,河南省新乡市,河南辉县美的净水机, 24 ," 2,940 ",,
56,河南省新乡市,河南新乡杨先修, 17 ," 1,950 ",,
56,河南省新乡市,新乡市牧野区沁源水处理设备中心, 12 ," 1,445 ",,
56,河南省新乡市,河南新乡永乐家电,,, 2 , 240 
56,河南省新乡市,河南张春燕,,, 12 ," 1,200 "
57,广西南宁市,南宁东淼阳环保仪器设备有限公司, 40 ," 8,000 ",,
57,广西南宁市,广西南宁恒澈净水公司, 31 ," 4,485 ",,
57,广西南宁市,广西南宁 唐青山, 24 ," 2,840 ",,
57,广西南宁市,广西  张现礼, 5 , 715 ,,
57,广西南宁市,广西南宁 潘志敏, 4 , 510 ,,
57,广西南宁市,广西  陆泽剑, 1 , 150 ,,
57,广西南宁市,南宁市旗科仪器仪表有限公司, 1 , 150 ,,
57,广西南宁市,广西 肖华凤,,, 1 , 170 
57,广西南宁市,广西贵港市 苏茂林,,, 12 ," 1,140 "
57,广西南宁市,营销中心客户---广西来宾 韦威龙,,, 4 ," 1,220 "
58,辽宁省大连市,辽宁 瓦房店  丛茂祥, 84 ," 10,500 ", 72 ," 9,000 "
58,辽宁省大连市,大连棒棒水处理设备有限公司, 12 ," 3,360 ",,
58,辽宁省大连市,大连瓦房店 张殿军, 6 , 750 ,,
58,辽宁省大连市,辽宁大连  龙辉, 6 , 735 ,,
58,辽宁省大连市,大连智源伟业科技有限公司, 3 , 410 ,,
58,辽宁省大连市,大连泛云达科技有限公司,,, 39 ," 6,345 "
58,辽宁省大连市,大连尹仲箎,,, 24 ," 2,760 "
58,辽宁省大连市,辽宁  刘建国,,, 2 , 345 
59,江苏省连云港市,江苏水滤康净水有限公司, 75 ," 9,250 ",,
59,江苏省连云港市,连云港欧倍洁医疗设备有限公司, 40 ," 5,040 ", 175 ," 21,850 "
59,江苏省连云港市,张家港市锦丰镇三兴伯乐纯水机械设备厂, 2 , 810 ,,
60,安徽省滁州市,滁州富达机械电子有限公司, 110 ," 14,405 ",,
60,安徽省滁州市,定远县生泉电器设备有限公司, 5 , 600 ,,
61,浙江省嘉兴市,浙江省嘉善瀚颖净水有限公司, 98 ," 14,775 ", 53 ," 8,620 "
61,浙江省嘉兴市,嘉兴市正方设计印刷有限公司., 1 , 165 ,,
61,浙江省嘉兴市,浙江爱迪曼水科技有限公司,,, 248 ," 25,400 "
61,浙江省嘉兴市,浙江弗莱德环境科技有限公司,,, 2 , 800 
62,青海省西宁市,青海金禹嘉水处理科技有限公司, 132 ," 14,490 ",,
63,山东省聊城市,山东帝雯实业有限公司, 24 ," 6,720 ",,
63,山东省聊城市,聊城市昌龙机械有限公司, 28 ," 6,112 ", 116 ," 15,464 "
63,山东省聊城市,山东禹城 韩禄建,,, 12 ," 1,320 "
64,陕西省宝鸡市,宝鸡新宇光机电有限责任公司, 36 ," 7,580 ",,
64,陕西省宝鸡市,榆林市京汇环保科技有限公司, 31 ," 3,520 ",,
64,陕西省宝鸡市,宝鸡市环境监测中心站, 1 , 240 ,,
65,山西省运城市,山西美好生活净水, 86 ," 10,981 ",,
66,吉林省吉林市,吉林省公主岭市净水设备专营店, 60 ," 7,899 ", 12 ," 1,512 "
66,吉林省吉林市,吉林省公主岭  姜兴, 24 ," 3,000 ",,
67,四川崇州市,四川盛普超纯科技有限公司, 96 ," 10,320 ", 61 ," 7,100 "
67,四川崇州市,四川 贺建雄,,, 24 ," 3,240 "
67,四川崇州市,四川杨桂明,,, 12 ," 1,380 "
68,陕西省西安市,西安优普仪器设备有限公司, 36 ," 4,500 ", 75 ," 9,530 "
68,陕西省西安市,陕西铜川  朱帮晨, 11 ," 3,640 ",,
68,陕西省西安市,陕西省西安市 汪华荣, 5 , 750 ,,
68,陕西省西安市,陕西铜川耀州区  马宝林, 2 , 630 ,,
68,陕西省西安市,西安市祺利机电科技工程有限公司, 2 , 350 ,,
68,陕西省西安市,陕西省西安市贾晖, 1 , 260 ,,
68,陕西省西安市,陕西科为自动化设备有限公司,,, 2 , 300 
68,陕西省西安市,西安  庹秦超,,, 2 , 420 
68,陕西省西安市,西安山众环保科技有限公司,,, 1 , 400 
69,江西省上饶市,上饶市蓝泽环保科技有限公司, 72 ," 9,530 ", 108 ," 14,520 "
69,江西省上饶市,江西书源科技有限公司,,, 200 ," 24,000 "
70,河北省廊坊市,廊坊奂慧炭化技术有限公司, 48 ," 8,736 ",,
71,河北省唐山市,河北唐山熠朗, 36 ," 3,840 ",,
71,河北省唐山市,河北省唐山市 李增辉, 26 ," 3,600 ", 16 ," 2,380 "
71,河北省唐山市,河北唐山 吴伯娟, 12 ," 1,140 ",,
72,山东省淄博市,淄博银丰环保科技有限公司, 60 ," 6,900 ", 111 ," 14,645 "
72,山东省淄博市,山东 潘正刚, 12 ," 1,550 ",,
72,山东省淄博市,山东德能,,, 6 ," 1,560 "
72,山东省淄博市,山东钜恒节能科技有限公司,,, 66 ," 8,911 "
72,山东省淄博市,山东淄博 李小姐,,, 4 , 610 
72,山东省淄博市,淄博爱尚沃水设备有限公司,,, 41 ," 13,505 "
73,河南省南阳市,河南南阳市万家净水设备超市, 48 ," 5,880 ",,
73,河南省南阳市,南阳豫兴电器, 12 ," 1,440 ",,
73,河南省南阳市,南阳龙成天然气有限责任公司, 2 , 390 ,,
74,河南省焦作市,河南   王华, 48 ," 5,868 ",,
74,河南省焦作市,河南焦作  周新立, 12 ," 1,480 ",,
75,江苏省泰州市,江苏  殷云波, 44 ," 6,600 ", 77 ," 11,475 "
75,江苏省泰州市,江苏北分仪器成套设备有限公司,,, 2 , 210 
76,云南省丽江市,云南 李光学, 24 ," 3,360 ", 12 ," 1,620 "
76,云南省丽江市,云南   吴铃川, 24 ," 2,880 ", 22 ," 3,280 "
77,新疆乌鲁木齐市,伊犁百投环保科技有限公司, 21 ," 3,560 ",,
77,新疆乌鲁木齐市,乌鲁木齐洁新环保设备有限公司, 12 ," 2,360 ",,
77,新疆乌鲁木齐市,乌鲁木齐互信电器,,, 24 ," 2,460 "
77,新疆乌鲁木齐市,新疆  王建新,,, 1 , 100 
77,新疆乌鲁木齐市,新疆 蒋志远,,, 4 ," 1,150 "
78,江西省南昌市,江西景德镇  李兴中, 14 ," 2,100 ", 4 ," 1,140 "
78,江西省南昌市,江西龙展机械制造有限公司, 10 ," 1,840 ",,
78,江西省南昌市,江西 程锋, 12 ," 1,140 ",,
78,江西省南昌市,江西  许洁, 1 , 315 ,,
78,江西省南昌市,华瑞（中国）缝纫线有限公司, 1 , 300 ,,
78,江西省南昌市,江西南昌 吴文飞, 1 , 130 ,,
78,江西省南昌市,江西 曾平,,, 6 , 730 
78,江西省南昌市,江西欣润泽环保科技股份有限公司,,," 3,500 "," 273,000 "
79,广州省揭阳市,普宁林晓东, 60 ," 5,700 ",,
79,广州省揭阳市,广东省揭阳潮亿净水设备经营部,,, 12 ," 1,175 "
79,广州省揭阳市,揭阳市 黄晓敏,,, 1 , 155 
80,河南省驻马店市,河南潘峰, 24 ," 3,460 ", 24 ," 2,940 "
80,河南省驻马店市,河南 邵新路, 12 ," 2,170 ", 6 ," 1,300 "
80,河南省驻马店市,大禹净水设备有限公司,,, 36 ," 4,140 "
81,河北省保定市,保定市蓝盾电路板设备有限公司, 19 ," 5,490 ", 18 ," 4,740 "
82,山东省济宁市,邹城市沃尔特环保水务有限公司, 36 ," 5,100 ",,
82,山东省济宁市,济宁  李宪河, 2 , 330 ,,
82,山东省济宁市,山东济宁 张慧,,, 4 , 560 
83,河南省洛阳市,洛阳万有力科技有限公司, 24 ," 3,720 ",,
83,河南省洛阳市,河南洛阳市  何留伟, 12 ," 1,500 ", 12 ," 1,500 "
83,河南省洛阳市,洛阳美清净水设备销售有限公司,,, 24 ," 2,304 "
84,山东省邹城市,山东禹城广源净水设备有限公司, 36 ," 5,040 ", 23 ," 3,505 "
84,山东省邹城市,山东 邹运瑞,,, 12 ," 1,380 "
85,陕西省渭南市,陕西惠艳丽, 36 ," 4,500 ", 18 ," 2,920 "
85,陕西省渭南市,陕西 李百昌, 4 , 540 ,,
85,陕西省渭南市,陕西省渭南 樊晓畅,,, 74 ," 10,580 "
86,广东省潮州市,广源水家电, 24 ," 4,560 ", 36 ," 7,500 "
86,广东省潮州市,潮州德铭水处理, 1 , 290 ,,
86,广东省潮州市,潮州市嘉旺机电设备工程有限公司,,, 24 ," 2,280 "
86,广东省潮州市,广东潮州  陈楚辉,,, 13 ," 1,620 "
87,贵州省贵阳市,贵州  潘林, 11 ," 2,090 ", 5 , 700 
87,贵州省贵阳市,贵州  陈朝军, 13 ," 1,675 ",,
87,贵州省贵阳市,贵州凯讯科技开发有限公司, 2 , 880 , 2 , 880 
87,贵州省贵阳市,贵阳市  田顺,,, 10 ," 1,200 "
87,贵州省贵阳市,贵州 许东海,,, 36 ," 4,070 "
87,贵州省贵阳市,贵州省芸龙电器,,, 12 ," 1,350 "
88,陕西省咸阳市,陕西咸阳   何露, 36 ," 4,620 ",,
88,陕西省咸阳市,陕西咸阳 李国磊,,, 1 , 125 
88,陕西省咸阳市,陕西咸阳武斌,,, 12 ," 1,320 "
89,安徽省宿州市,安徽宿州沁园专卖陈阵（孙彪）, 48 ," 4,580 ", 120 ," 11,796 "
90,湖北省宜昌市,湖北宜昌市蓝月纯净水有限公司, 36 ," 4,440 ",,
90,湖北省宜昌市,湖北宜昌开能净水机专卖店,,, 14 ," 1,400 "
90,湖北省宜昌市,湖北宜昌市活泉水处理设备有限公司,,, 18 ," 3,130 "
91,四川省绵阳市,四川资阳 彭平, 24 ," 3,000 ",,
91,四川省绵阳市,四川绵阳沁尔康净水器专卖店, 12 ," 1,440 ",,
91,四川省绵阳市,四川 任宝,,, 12 ," 1,500 "
92,江西省赣州市,江西安琪儿净水, 24 ," 2,280 ",,
92,江西省赣州市,赣州高加索净水 聂志明, 12 ," 1,500 ",,
92,江西省赣州市,大余隆鑫泰钨业有限公司, 1 , 260 ,,
92,江西省赣州市,赣州 聂志明,,, 24 ," 3,750 "
92,江西省赣州市,江西  任瀛,,, 12 ," 3,120 "
92,江西省赣州市,江西抚州市沁园专卖店,,, 12 ," 1,270 "
93,山西省长治市,山西省陈文杰, 24 ," 3,885 ",,
93,山西省长治市,长治市吉兴物资有限公司, 1 , 105 ,,
93,山西省长治市,山西省 杨双英,,, 2 , 540 
94,福建省龙岩市,佰益健(福建)生物科技有限公司, 26 ," 3,560 ",,
95,江苏省盐城市,江苏射阳县  成秀梅, 24 ," 2,280 ",,
95,江苏省盐城市,盐城美的净水机代理, 12 ," 1,165 ",,
95,江苏省盐城市,江苏 李先生,,, 8 ," 3,360 "
95,江苏省盐城市,江苏马如满,,, 36 ," 3,730 "
96,广东省江阳江市,阳江  林宜川, 35 ," 3,400 ", 12 ," 1,320 "
97,广西百色市,广西李贺孟, 13 ," 2,420 ",,
97,广西百色市,广西百色德能空气, 2 , 580 ,,
98,甘肃省嘉峪关市,嘉峪关市爱家清洗有限公司, 18 ," 2,640 ",,
99,山西省吕梁市,山西吕梁呼长春, 24 ," 2,580 ",,
99,山西省吕梁市,山西吕梁  呼长青,,, 24 ," 2,220 "
100,安徽省宣城市,安徽宣城刘永清, 24 ," 2,280 ", 24 ," 2,280 "
100,安徽省宣城市,安徽宣城 张常明,,, 10 ," 1,400 "
101,浙江省温州市,瑞安市华仕力环保设备有限公司, 5 ," 1,450 ",,
101,浙江省温州市,浙江省瑞安市  邱海杰, 3 , 480 , 4 , 600 
101,浙江省温州市,浙江朗诗德健康饮水设备股份有限公司,,," 32,000 "," 2,663,000 "
102,山西省介休市,山西忻州  赵俊伟, 20 ," 1,920 ", 42 ," 5,095 "
103,广东省韶关市,韶关市浈江区水佳源水处理设备有限公司, 9 , 955 ,,
103,广东省韶关市,韶关峰伟净水, 2 , 390 ,,
103,广东省韶关市,韶关  沈文生, 3 , 380 ,,
104,四川省眉山市,四川眉山市 徐元中, 10 ," 1,650 ", 4 , 570 
104,四川省眉山市,四川 罗在华,,, 12 ," 1,440 "
105,山西省临汾市,侯马经济开发区大禹供水设备有限公司, 13 ," 1,530 ",,
105,山西省临汾市,山西 刘玉飞,,, 1 , 130 
105,山西省临汾市,山西省临汾市翼城县源之圆4S服务店,,, 24 ," 2,520 "
105,山西省临汾市,山西孝义沁园净水设备门市,,, 23 ," 3,160 "
106,河北省邢台市,河北曹会光, 12 ," 1,500 ",,
107,香港,沛力达（香港）有限公司, 12 ," 1,500 ", 6 , 900 
107,香港,香港王先生,,, 12 ," 1,200 "
108,湖南省株洲市,湖南   朱亚旗, 12 ," 1,140 ",,
108,湖南省株洲市,湖南  邰湘春, 1 , 290 ,,
108,湖南省株洲市,江山水家电商行,,, 2 , 540 
109,辽宁省锦州市,辽宁中成永续水工科技有限公司, 3 ," 1,320 ", 8 ," 3,340 "
109,辽宁省锦州市,辽宁省易图县 韦志奇,,, 4 , 480 
110,广东省清远市,清远 魏先生, 8 ," 1,280 ", 4 , 600 
111,广州省梅州市,梅州市汇通机电设备有限公司, 8 ," 1,280 ",,
112,河北省张家口市,河北 冀超, 3 , 780 ,,
112,河北省张家口市,河北张家口 郭静, 2 , 425 ,,
113,福建省福州市,福州爱普达环保科技有限公司, 4 ," 1,200 ",,
113,福建省福州市,福建德源俊净水器,,, 4 , 690 
113,福建省福州市,福建漳州 卢苏龙,,, 1 , 135 
113,福建省福州市,永安市燕乐水处理设备商行,,, 1 , 290 
114,浙江省嵊州市,浙江久纯环保科技有限公司, 10 ," 1,200 ",,
115,广西柳州市,广西柳州市至善机电设备有限公司, 10 ," 1,160 ",,
115,广西柳州市,广西华澈环保设备有限公司,,, 36 ," 3,940 "
115,广西柳州市,柳州市枫菱机电设备有限公司,,, 15 ," 1,795 "
116,江苏省淮安市,江苏淮安 柏桂芳, 7 ," 1,045 ", 12 ," 1,140 "
117,山东省日照市,山东省日照市牟善季, 5 , 600 ,,
117,山东省日照市,山东日照沁园净水, 4 , 420 ,,
118,辽宁省葫芦岛市,辽宁省葫芦岛市龙港区重工业局谭百军, 6 ," 1,015 ",,
118,辽宁省葫芦岛市,辽宁玉皇小商品城众益商行蒋志强,,, 12 ," 1,080 "
119,山西省阳泉市,阳泉市幻美水处理设备有限公司, 8 , 960 , 12 ," 1,440 "
120,福建省泉州市,泉州宇泰康业净水设备有限公司, 2 , 640 ,,
120,福建省泉州市,南充市大禹水务科技有限责任公司,,, 60 ," 6,240 "
121,浙江省上虞市,陕西浩泽环保科技发展有限公司, 4 , 634 ,,
122,广东省汕头市,汕头市宏珅电子设备有限公司, 1 , 315 , 330 ," 31,432 "
122,广东省汕头市,汕头潮南司马候森浩, 2 , 270 ,,
123,巴彦淖尔市（临河市）,内蒙古  陈智慧, 2 , 580 ,,
124,四川省宜宾市,四川杜伯特科技有限公司, 2 , 580 ,,
124,四川省宜宾市,四川  蒋金江,,, 72 ," 8,520 "
124,四川省宜宾市,四川 傅洪武,,, 336 ," 39,720 "
124,四川省宜宾市,宜宾众民环保科技有限公司,,, 60 ," 6,360 "
125,云南省玉溪市,云南 李金生, 4 , 520 , 4 , 600 
126,湖南省郴州市,湖南 何伟林, 2 , 285 ,,
126,湖南省郴州市,郴州市上岛咖啡, 1 , 165 , 2 , 330 
127,湖南省常德市,湖南常德  田波, 2 , 420 , 2 , 210 
127,湖南省常德市,湖南 朱德军,,, 115 ," 11,715 "
128,湖北省荆州市,湖北荆州 刘重阳, 3 , 405 ,,
129,河南省濮阳市,河南徐远超, 3 , 315 ,,
130,江苏省宿迁市,泗阳仁慈医院, 1 , 300 ,,
130,江苏省宿迁市,江苏新沂市沁园净水专卖店,,, 22 ," 3,315 "
130,江苏省宿迁市,泗阳县吴师傅水处理有限公司,,, 9 ," 1,980 "
130,江苏省宿迁市,宿迁市凤凰制水服务营销中心,,, 24 ," 3,720 "
131,河南省许昌市,许昌许继晶锐科技有限公司, 1 , 220 ,,
131,河南省许昌市,河南  张海龙,,, 1 , 133 
132,广西北海市,广西北海宁  宁刚, 1 , 200 ,,
133,安徽省芜湖市,芜湖市  沈秀, 1 , 165 ,,
133,安徽省芜湖市,安徽省凯瑞达医疗设备有限公司,,, 1 , 200 
134,江苏省无锡市,无锡市塘南招商城 程兆军, 1 , 135 ,,
134,江苏省无锡市,无锡爱隆环保节能科技有限公司,,, 24 ," 3,720 "
134,江苏省无锡市,无锡博而曼机电科技有限公司,,, 38 ," 6,248 "
134,江苏省无锡市,无锡市韩森源机械有限公司,,, 15 ," 3,450 "
134,江苏省无锡市,无锡苏南试验设备有限公司,,, 2 , 260 
135,广东省河源市,广东省河源市源城区东环路河源职业技术学院, 1 , 130 ,,
136,四川省都江堰市,都江堰 徐毓, 1 , 120 ,,
137,湖南省邵阳市,湖南昭阳 曾海涛, 1 , 110 , 2 , 180 
138,江苏省南通市,江苏南通市章秀芬, -   , -   ,,
139,安徽省蚌埠市,安徽省阜阳市 谢尚岗,,, 100 ," 8,700 "
140,安徽省淮北市,安徽蓝美环保工程有限公司,,, 5 ," 1,900 "
141,广东省肇庆市,肇庆沁园专卖店,,, 12 ," 1,200 "
142,广西梧州市,广西桦源水处理设备有限公司,,, 20 ," 3,150 "
143,海南省,海南   谭光琼,,, 12 ," 1,140 "
143,海南省,海南  康海露,,, 3 , 475 
143,海南省,海南省乐东县 羊俊伟,,, 30 ," 3,232 "
144,河北省邯郸市,河北祥淼净水设备有限公司,,, 1 , 150 
144,河北省邯郸市,武安市珍源环保设备销售有限公司,,, 2 , 800 
145,河南省开封市,河南 宋俊辉,,, 12 ," 1,500 "
145,河南省开封市,河南 朱军杰,,, 1 , 125 
146,河南省平顶山市,河南平顶山市  杨春霞,,, 12 ," 1,320 "
147,河南省信阳市,河南信阳  周天日,,, 12 ," 1,290 "
147,河南省信阳市,河南信阳 尹培梁,,, 12 ," 1,740 "
148,湖北省孝感市,湖北 付帮秀,,, 7 ," 1,370 "
148,湖北省孝感市,湖北 杨静,,, 8 ," 3,360 "
149,湖南省湘潭市,湖南 秦湘葵,,, 10 , 960 
149,湖南省湘潭市,湘潭市精诚化玻有限公司,,, 1 , 140 
150,江苏省扬州市,江苏扬州瑞华鞋业,,, 1 , 150 
151,江西省九江市,吉安市智达万象科技有限公司,,, 34 ," 4,230 "
152,江西省鹰潭市,江西锐杰科技有限公司,,, 1 , 350 
153,内蒙古包头市,内蒙古包头  王永胜,,, -   , -   
153,内蒙古包头市,鑫福通科技发展有限责任公司,,, 4 ," 1,160 "
154,宁夏银川市,宁夏银川市灵武市龙慧净水设备,,, 24 ," 2,525 "
155,山东省德州市,衡水立德科技发展有限责任公司,,, 15 ," 1,725 "
155,山东省德州市,山东德州  徐红军,,, 1 , 120 
156,山东省莱州市,山东蓬莱登州红帆船 姜传祥,,, 16 ," 1,930 "
157,山东省威海市,山东威海  刘文杰,,, 1 , 165 
158,山东省枣庄市,乐陵市龙源水处理设备有限公司,,, 80 ," 19,240 "
158,山东省枣庄市,山东汉斯顿净水机,,, 1 , 115 
159,山西省晋城市,山西 付晋,,, 2 , 460 
159,山西省晋城市,山西三晋巨人净水科技有限公司,,, 122 ," 21,338 "
160,四川省乐山市,四川乐山尹勤刚,,, 4 , 460 
160,四川省乐山市,四川万盛电器,,, 12 ," 1,215 "
160,四川省乐山市,鑫浩源水处理设备,,, 1 , 270 
160,四川省乐山市,重庆市江津区兴利水处理,,, 12 ," 1,392 "
161,台湾,台湾黄承中先生,,, 8 , 881 
162,浙江省丽水市,浙江中广电器股份有限公司,,, 500 ," 45,500 "
163,浙江省诸暨市,浙江东大环境工程有限公司,,, 4 ," 1,920 "
